2016-08-04;Entreprises;12411824744
2016-08-15;Entreprises;9371901109
2016-08-21;Professionnels;2967472650
2016-08-24;Entreprises;14168552037
2016-08-18;PME / PMI;4890681631
2015-01-26;Professionnels;6965850285
2014-12-25;PME / PMI;4220905818
2015-01-14;Résidentiels;23332193259
2015-05-22;PME / PMI;4512709555
2015-06-29;Entreprises;14329723165
2015-06-29;PME / PMI;4908094166
2015-07-20;Entreprises;14574941649
2015-07-20;PME / PMI;5047092584
2015-06-27;Résidentiels;11270081808
2015-07-05;Résidentiels;11851029541
2014-07-14;Entreprises;9118328333
2014-07-20;Résidentiels;11408373406
2014-07-20;Entreprises;8937547809
2014-07-20;PME / PMI;3419812890
2014-08-27;Résidentiels;10869630107
2014-08-30;PME / PMI;3743434898
2014-08-03;Professionnels;3037843305
2014-09-08;PME / PMI;4444438476
2014-09-08;Professionnels;3774584945
2014-09-01;Résidentiels;11052331196
2014-09-01;Professionnels;3704864470
2014-08-16;Résidentiels;10579282176
2015-02-11;Professionnels;7093228235
2013-11-24;Résidentiels;27109129232
2013-09-28;Résidentiels;12123678037
2013-09-26;Entreprises;14880327649
2013-11-24;PME / PMI;4412479978
2013-09-18;PME / PMI;4654096018
2013-09-19;PME / PMI;4692828411
2015-02-08;PME / PMI;4981574812
2015-02-11;PME / PMI;6330565710
2015-12-20;Professionnels;4358654222
2015-12-22;Professionnels;5615635382
2015-04-19;Professionnels;3399229128
2015-12-25;Résidentiels;19216842598
2015-12-24;Résidentiels;19420362248
2015-05-08;Résidentiels;13546339551
2016-02-05;Entreprises;14561986238
2016-03-10;Entreprises;15199309877
2015-04-23;Entreprises;14041335587
2016-01-04;PME / PMI;5922973564
2018-03-21;Professionnels;6692367813
2014-08-20;Résidentiels;10388097121
2014-08-14;Résidentiels;10158255671
2014-09-02;Résidentiels;10770232399
2018-05-24;Résidentiels;11199158443
2014-08-31;Entreprises;8614216996
2014-08-20;PME / PMI;4291444931
2014-09-02;PME / PMI;4528825132
2017-03-26;PME / PMI;3995064584
2017-03-21;PME / PMI;5966746652
2018-04-14;Professionnels;4146191649
2018-03-25;Professionnels;4491694498
2018-04-20;Résidentiels;11629061979
2018-01-23;Résidentiels;20939587600
2018-04-17;Entreprises;13992164283
2018-02-08;Entreprises;15779524296
2018-04-20;PME / PMI;4431708046
2018-05-01;PME / PMI;3390796686
2018-04-14;PME / PMI;4258023395
2017-12-24;PME / PMI;4942442839
2014-07-05;Professionnels;3615366202
2014-06-08;Professionnels;2964126256
2014-07-31;Professionnels;3817749226
2014-07-17;Résidentiels;10742132108
2014-08-04;Résidentiels;10562582683
2014-07-22;Entreprises;14605978454
2014-08-04;Entreprises;11512717853
2014-07-31;PME / PMI;4519515286
2014-08-10;PME / PMI;3263669501
2015-07-07;PME / PMI;5289385531
2015-03-10;Professionnels;5680054875
2015-03-01;Résidentiels;24094081668
2015-02-22;Résidentiels;27636402204
2015-03-09;Entreprises;13966987248
2015-03-21;Entreprises;10798028070
2015-03-22;Entreprises;9634983919
2015-02-09;PME / PMI;6711289293
2015-02-22;PME / PMI;4571261298
2015-04-10;PME / PMI;4738913069
2015-03-19;PME / PMI;5490064683
2015-05-04;Professionnels;4011894281
2015-05-09;Professionnels;3599148745
2015-06-28;Professionnels;3045690416
2015-07-15;Professionnels;3978792447
2015-05-11;Résidentiels;11807956944
2015-05-03;Résidentiels;14795738010
2015-07-21;Résidentiels;10958049219
2015-07-12;Résidentiels;11388072211
2015-06-28;Entreprises;9302119191
2015-05-09;PME / PMI;3486554854
2016-03-31;Professionnels;5380868327
2016-03-11;Professionnels;6253484937
2016-03-12;Résidentiels;23625181510
2016-02-14;Résidentiels;24363710564
2016-02-16;Résidentiels;25870111043
2016-02-05;Résidentiels;21382807702
2016-01-19;Entreprises;15716305780
2016-02-16;Entreprises;15588803518
2016-02-14;Entreprises;9550485586
2016-03-05;PME / PMI;5403717651
2016-04-09;Professionnels;4683716718
2016-04-22;Professionnels;4437562148
2016-04-28;Professionnels;5002222237
2015-04-02;Résidentiels;19226361278
2016-04-22;Résidentiels;13974005141
2016-04-09;Entreprises;10143474573
2015-04-12;Entreprises;8864813423
2015-03-27;PME / PMI;5506084370
2016-04-09;PME / PMI;4524614770
2016-04-11;PME / PMI;5315947215
2018-07-05;PME / PMI;5139319497
2015-11-13;Résidentiels;16421873956
2015-12-14;Résidentiels;23417853247
2015-11-28;PME / PMI;4844333484
2015-11-11;Entreprises;10904954553
2015-12-18;Résidentiels;19197310397
2015-12-18;PME / PMI;5510324619
2015-10-30;PME / PMI;4599985755
2015-10-30;Professionnels;4909769841
2015-10-29;Entreprises;14554537541
2015-10-29;Professionnels;5080998235
2016-05-15;Résidentiels;14363405758
2016-05-15;PME / PMI;3192285395
2016-05-15;Professionnels;3197436995
2016-05-04;Résidentiels;14366300271
2016-05-04;PME / PMI;4797143183
2016-05-06;Résidentiels;13467321551
2016-05-09;Entreprises;12997196260
2016-05-09;PME / PMI;4700072328
2017-03-09;PME / PMI;5972843725
2017-03-04;PME / PMI;5181415866
2017-03-04;Professionnels;5213298129
2017-02-12;Résidentiels;28102617872
2017-02-12;PME / PMI;5099249723
2017-02-09;Entreprises;15507425377
2013-12-07;PME / PMI;5227261750
2013-11-02;Entreprises;9925514225
2013-08-28;Entreprises;14253491726
2014-01-04;Professionnels;5472197808
2013-09-06;Professionnels;4056608466
2013-08-31;Résidentiels;11268985059
2013-08-31;Entreprises;10276074920
2013-08-31;Professionnels;3600876075
2013-12-05;Résidentiels;25579127969
2013-12-05;Professionnels;7113495035
2014-10-27;PME / PMI;4607697067
2014-11-18;Entreprises;15303544004
2014-11-18;Professionnels;5677348282
2014-11-14;Entreprises;14629049039
2014-11-14;Professionnels;5382112552
2014-11-05;Entreprises;14965831086
2014-11-24;Résidentiels;17260882700
2014-11-24;PME / PMI;5630624600
2014-12-02;Entreprises;15697086301
2014-11-26;PME / PMI;5637556017
2018-07-19;Entreprises;14876598918
2018-07-19;Professionnels;4057565608
2018-08-02;Résidentiels;11361429884
2018-08-24;Entreprises;12610492486
2018-08-24;PME / PMI;4913383577
2018-08-12;Entreprises;8167552086
2018-07-22;PME / PMI;3734791981
2013-11-22;PME / PMI;6290251745
2013-11-22;Professionnels;7090397174
2014-04-26;Entreprises;10231828226
2014-06-01;Entreprises;8432275343
2014-05-24;Résidentiels;12666327678
2014-05-24;PME / PMI;3664929139
2016-11-19;PME / PMI;4937522768
2016-11-27;PME / PMI;4395055943
2016-11-27;Professionnels;4580359362
2016-12-06;Entreprises;15361629851
2016-11-24;Professionnels;5664319436
2016-11-15;Entreprises;15069758978
2016-12-01;Résidentiels;26053814534
2016-12-07;Entreprises;15386702553
2016-12-07;Professionnels;6548714762
2016-12-12;Entreprises;14645235955
2016-12-15;Professionnels;6575867203
2016-12-21;Résidentiels;27042758731
2016-12-21;Professionnels;6838257336
2017-02-07;Professionnels;6489165353
2016-12-10;Résidentiels;25584179801
2016-12-10;PME / PMI;5548444148
2016-12-10;Professionnels;5667094432
2017-01-13;PME / PMI;7110047440
2017-04-18;Entreprises;13342076303
2017-05-22;Professionnels;3564061371
2017-04-30;Résidentiels;17362295358
2017-04-30;Entreprises;8506062260
2017-04-30;Professionnels;3629915771
2017-05-11;PME / PMI;5083767900
2017-05-23;PME / PMI;4761794133
2017-05-16;Résidentiels;11094046735
2017-05-16;Entreprises;14169831349
2018-03-23;Entreprises;14664380119
2018-03-23;Professionnels;6368493209
2018-03-22;Entreprises;15363482992
2018-02-26;PME / PMI;7820181462
2018-03-04;Résidentiels;26770607059
2018-03-24;Résidentiels;23707546558
2018-03-24;Entreprises;10656128382
2017-12-11;Entreprises;14587917033
2017-12-11;Professionnels;6313162048
2017-12-19;Résidentiels;27306710919
2017-12-19;Professionnels;7121696235
2017-12-16;PME / PMI;5871166705
2017-11-10;Résidentiels;21086393281
2017-10-25;Résidentiels;13225328383
2017-10-25;Entreprises;14133942703
2017-10-25;Professionnels;4405999742
2017-11-09;Entreprises;14843063059
2017-11-14;Professionnels;6267291050
2015-11-06;Résidentiels;14318661722
2015-10-31;Résidentiels;16302242585
2015-10-31;Entreprises;10136408477
2015-10-31;Professionnels;4284375138
2015-10-12;Entreprises;13701304358
2015-10-12;PME / PMI;4590588114
2015-10-12;Professionnels;4438771554
2015-11-08;Entreprises;8938207456
2013-10-20;Professionnels;3637053262
2013-09-26;Résidentiels;11136320807
2015-02-11;Résidentiels;27053776507
2015-01-23;Résidentiels;29856175395
2015-02-09;Résidentiels;28952304237
2013-09-28;Entreprises;10311955339
2013-09-18;Entreprises;14746156619
2015-02-11;Entreprises;15548804883
2015-02-09;Entreprises;15158818626
2013-11-14;Professionnels;6102140749
2013-11-24;Professionnels;5507654244
2013-11-03;Professionnels;4037496412
2013-10-15;Professionnels;5026648550
2013-11-03;Résidentiels;17298188596
2013-09-18;Résidentiels;12025127096
2013-11-14;Entreprises;15866335841
2013-10-18;Entreprises;14343457006
2013-11-03;Entreprises;8971115243
2018-03-28;PME / PMI;6404368016
2018-03-28;Professionnels;5537013785
2018-04-07;Professionnels;4133234589
2018-03-08;Entreprises;15065375162
2018-03-27;PME / PMI;6685426123
2018-04-04;Résidentiels;18019308432
2017-12-30;Entreprises;9355718072
2017-12-07;Entreprises;15665533182
2017-12-23;Professionnels;5341744038
2018-01-15;Résidentiels;25768010559
2018-01-15;Entreprises;14629506290
2018-01-07;PME / PMI;5064995717
2018-01-17;Entreprises;15225746693
2018-01-17;PME / PMI;6920377659
2018-01-10;PME / PMI;6497394089
2018-05-02;Professionnels;4450871767
2018-04-10;Résidentiels;15917604555
2018-04-10;Entreprises;14286474515
2018-04-16;Entreprises;13172403804
2018-04-16;PME / PMI;5122458045
2018-04-16;Professionnels;4238057116
2018-04-29;Résidentiels;15418832266
2014-06-05;Professionnels;4032067672
2014-06-09;Entreprises;9788681104
2014-05-27;Résidentiels;11992017693
2014-04-30;Entreprises;14044266775
2014-05-10;Entreprises;9849005569
2014-05-10;PME / PMI;3650460375
2014-06-06;Professionnels;4023904157
2014-01-15;Entreprises;16049934647
2014-01-15;Professionnels;6609521131
2014-02-06;Résidentiels;24204277391
2014-03-07;Professionnels;5875589801
2014-02-27;Résidentiels;23351704572
2014-02-27;Professionnels;6575098166
2014-03-08;Professionnels;4964637462
2014-07-10;Résidentiels;10833492852
2014-07-10;Professionnels;4080023608
2014-08-13;PME / PMI;4277092024
2014-06-26;Entreprises;14875152201
2014-06-18;Professionnels;3937742870
2014-08-06;Entreprises;12134110154
2014-06-21;Entreprises;10600874373
2018-05-14;Professionnels;4122339027
2018-05-19;Entreprises;9796177388
2018-06-28;Entreprises;14741291602
2018-07-06;PME / PMI;5025267421
2018-07-06;Professionnels;3956277688
2018-07-14;Professionnels;3588898946
2018-08-08;Résidentiels;10697186205
2018-08-14;Entreprises;11426915875
2018-08-14;PME / PMI;4944697802
2018-08-14;Professionnels;3407256752
2018-08-19;Résidentiels;10937861370
2018-08-19;Professionnels;3107625698
2018-08-20;PME / PMI;4969929989
2018-08-20;Professionnels;3519068892
2013-11-11;Entreprises;9882990820
2013-09-21;Résidentiels;12160095115
2013-10-16;PME / PMI;4973470377
2013-09-04;Résidentiels;11031942165
2013-09-04;PME / PMI;4547938200
2013-10-10;Professionnels;4661464844
2013-09-16;Professionnels;3989377609
2013-08-30;PME / PMI;4397287136
2014-01-07;Résidentiels;20955560148
2014-01-07;PME / PMI;5908727803
2013-12-12;Entreprises;16084004008
2014-02-22;PME / PMI;4768107193
2014-02-01;Résidentiels;26726600889
2014-02-07;PME / PMI;5993301028
2014-12-05;PME / PMI;6244246613
2014-11-21;Entreprises;14630734007
2014-11-25;Résidentiels;17371864053
2014-11-25;PME / PMI;5845440471
2014-11-17;Professionnels;5422704341
2015-12-04;Entreprises;14737059961
2015-12-11;Entreprises;15008829594
2015-12-10;Professionnels;6483102567
2015-11-30;Résidentiels;21001811323
2015-11-30;Entreprises;14580786244
2015-11-30;Professionnels;5702292022
2013-09-19;Professionnels;4327909382
2015-01-23;Professionnels;7364079877
2015-03-01;Professionnels;5015501927
2013-10-20;Résidentiels;14373536454
2013-09-19;Résidentiels;11811452387
2015-01-19;Résidentiels;27319485942
2013-11-24;Entreprises;10121157455
2013-09-19;Entreprises;14672949647
2015-02-08;Entreprises;10708221340
2018-03-20;Entreprises;15614115563
2018-03-20;PME / PMI;7234028721
2018-02-28;PME / PMI;8220461719
2018-03-26;PME / PMI;6344376677
2018-03-26;Professionnels;5359186309
2018-02-24;Entreprises;11303998899
2018-02-24;Professionnels;6582972948
2018-03-04;PME / PMI;4941222858
2018-03-24;Professionnels;5321240742
2018-01-31;PME / PMI;6817777099
2017-10-25;PME / PMI;4845993480
2017-11-26;Résidentiels;25309069711
2017-11-14;Résidentiels;22059758595
2015-11-06;Entreprises;14124337333
2015-11-06;Professionnels;4698951256
2014-11-19;PME / PMI;5649651964
2014-11-30;Résidentiels;21003520831
2015-11-08;Résidentiels;14460783608
2015-11-08;PME / PMI;3615279393
2015-11-23;Résidentiels;23594870011
2015-11-18;Résidentiels;15459735952
2015-11-15;Résidentiels;17631076495
2015-11-15;Entreprises;8984663302
2015-11-26;Entreprises;15376068523
2015-11-26;PME / PMI;6236813321
2015-11-26;Professionnels;6388247249
2015-04-30;Résidentiels;14858962404
2015-04-30;PME / PMI;4694132204
2015-05-24;Résidentiels;12576129771
2015-04-26;Résidentiels;13936712648
2015-05-14;Entreprises;10507741342
2015-05-16;PME / PMI;3566569083
2014-05-23;Entreprises;13979752080
2014-05-23;PME / PMI;4516011868
2013-11-17;Résidentiels;24427689265
2014-05-21;Résidentiels;11696351418
2014-06-02;Résidentiels;11513654480
2014-04-28;Résidentiels;15280628971
2014-04-28;Professionnels;4332119284
2014-05-20;PME / PMI;4497410905
2017-05-13;Professionnels;3673186948
2017-05-15;Entreprises;13143716260
2017-05-15;PME / PMI;4632703622
2017-05-25;PME / PMI;3130934503
2016-10-15;Professionnels;4237347985
2016-10-29;Entreprises;10067433401
2016-10-11;Entreprises;14396542417
2016-10-11;PME / PMI;5001511135
2016-09-22;Résidentiels;10787883760
2016-09-22;Entreprises;14254092757
2016-10-01;Résidentiels;12164516895
2016-10-01;Professionnels;3598151027
2016-10-05;Entreprises;14108927251
2016-10-04;Résidentiels;12017867887
2016-10-04;PME / PMI;4572465612
2017-06-01;Entreprises;14582877334
2017-06-06;PME / PMI;4824804436
2017-07-03;Entreprises;13621156241
2017-07-01;Résidentiels;10759844783
2017-06-27;Professionnels;3958617361
2017-10-29;Entreprises;8740995047
2017-10-18;Entreprises;14163254894
2017-11-02;PME / PMI;5781753915
2017-11-02;Professionnels;5152610444
2015-03-31;Entreprises;15004301435
2015-02-23;PME / PMI;6244215453
2015-04-14;Entreprises;14265959954
2015-04-20;PME / PMI;4584267385
2015-02-16;Professionnels;6415879855
2016-05-21;Professionnels;3539845188
2016-06-02;PME / PMI;5350284447
2016-06-04;Résidentiels;12544376593
2016-06-08;Résidentiels;10785335247
2016-06-21;Entreprises;14274806639
2016-07-24;PME / PMI;3668568383
2016-07-24;Professionnels;2991078555
2016-08-06;Entreprises;9136140498
2016-08-03;Résidentiels;10604131888
2016-08-01;PME / PMI;4775853943
2017-06-21;Résidentiels;11302913388
2017-06-16;Entreprises;14398670256
2017-06-16;Professionnels;4015748701
2015-02-01;Entreprises;10516593805
2015-02-01;PME / PMI;4886341375
2014-12-28;Résidentiels;29759342414
2015-02-10;Entreprises;15784296097
2014-07-25;Professionnels;3977908400
2014-06-10;PME / PMI;4646919660
2015-01-31;Résidentiels;28668446738
2015-02-19;PME / PMI;6123109853
2015-03-12;Résidentiels;19019612214
2015-07-28;Résidentiels;10621222243
2015-07-28;Entreprises;13950338447
2015-07-28;Professionnels;3815684817
2015-07-24;Professionnels;3989360721
2015-08-06;Résidentiels;10686554568
2015-08-04;PME / PMI;4757180231
2015-08-04;Professionnels;3681195786
2013-09-25;PME / PMI;4289136472
2013-10-05;Résidentiels;12252431819
2013-09-30;Entreprises;13735748473
2013-09-30;Professionnels;3909620344
2013-09-05;Résidentiels;10975729704
2013-09-05;PME / PMI;4623445633
2017-05-09;Professionnels;4355623986
2017-04-10;Professionnels;3994603489
2017-04-03;Entreprises;13283354609
2015-09-21;Résidentiels;11701412387
2015-08-31;PME / PMI;4555546108
2015-09-25;Entreprises;13863289653
2015-09-15;Résidentiels;11256125681
2015-09-01;Résidentiels;10751241342
2015-09-06;Résidentiels;11747271900
2015-09-06;Entreprises;8543778664
2016-04-06;Résidentiels;16376013675
2016-04-06;Professionnels;4888505978
2016-03-26;PME / PMI;4851698662
2016-03-26;Professionnels;4777668837
2016-04-12;PME / PMI;5318673139
2016-04-26;Entreprises;14392715929
2016-05-02;Professionnels;4461868883
2016-04-20;PME / PMI;5093126295
2016-04-23;Résidentiels;16200865414
2016-04-23;Professionnels;4150648472
2016-03-22;Professionnels;5536331094
2014-03-01;Entreprises;11047412719
2014-02-21;Professionnels;6190603043
2014-03-30;Résidentiels;17668028115
2014-02-24;Résidentiels;20804858828
2014-03-04;Résidentiels;23103967059
2014-03-04;Entreprises;14932992235
2014-02-18;Entreprises;15722053565
2014-10-11;Entreprises;10099286549
2014-10-14;PME / PMI;4535479721
2014-09-12;Entreprises;14096231595
2014-09-12;PME / PMI;4403115884
2014-09-10;PME / PMI;4463988998
2014-09-10;Professionnels;3986774834
2014-09-11;Professionnels;4013463124
2014-09-21;Entreprises;8814425640
2015-12-17;PME / PMI;5645248103
2015-12-15;Résidentiels;22009963039
2015-12-03;Entreprises;15398879173
2016-01-08;Entreprises;14532605726
2016-01-11;Résidentiels;23078043028
2015-12-02;Résidentiels;20701086794
2015-12-02;Entreprises;15212300749
2016-03-14;PME / PMI;6176927853
2016-02-27;Résidentiels;26077368873
2016-03-08;Professionnels;6713270841
2016-03-03;PME / PMI;6575979532
2016-01-10;Résidentiels;23943888284
2016-01-26;Entreprises;15270205139
2016-01-26;Professionnels;6009288695
2016-01-06;Résidentiels;23613532936
2016-01-16;Professionnels;6352029264
2016-01-03;Entreprises;8788455903
2016-01-01;Entreprises;8914158354
2016-06-22;Résidentiels;10807619885
2016-06-03;Entreprises;13653584481
2016-11-23;Entreprises;14787535635
2016-12-09;Professionnels;6477759231
2016-12-16;PME / PMI;6254688221
2016-12-26;Entreprises;10704485220
2016-12-26;PME / PMI;6155377538
2016-12-24;Résidentiels;24573658630
2016-11-22;Professionnels;5626760759
2016-12-22;Professionnels;6581597374
2016-11-30;Entreprises;15526813379
2016-09-10;Résidentiels;11372356941
2016-10-03;Résidentiels;12161587146
2016-10-03;PME / PMI;4439538393
2016-10-03;Professionnels;3903092166
2016-09-12;Professionnels;3720825187
2016-08-12;Entreprises;11489392118
2016-09-05;Professionnels;3714683482
2016-08-23;Résidentiels;10528454204
2016-08-23;Entreprises;13763981401
2016-09-01;Résidentiels;10776054965
2017-01-03;Résidentiels;29966955410
2017-01-22;Entreprises;10567574117
2017-01-15;Résidentiels;30541649973
2017-01-15;Professionnels;6008699699
2013-10-11;Entreprises;14258779468
2013-10-11;PME / PMI;4730164311
2013-09-14;PME / PMI;3740045162
2013-09-20;PME / PMI;4470573711
2013-08-29;Professionnels;3837653262
2013-11-17;PME / PMI;4214608433
2014-05-21;Professionnels;4001429442
2014-05-25;PME / PMI;3155301678
2015-10-20;PME / PMI;4840440720
2015-10-20;Professionnels;5258283004
2015-10-18;Résidentiels;19333631765
2015-10-18;PME / PMI;3250555455
2015-11-01;Résidentiels;16265805509
2015-10-23;Résidentiels;16258997309
2015-09-30;PME / PMI;4524230228
2015-09-29;Entreprises;14345973013
2015-11-04;Entreprises;14710824415
2015-11-04;Professionnels;4875060855
2013-12-22;Résidentiels;25000879019
2013-12-22;PME / PMI;4411063037
2013-11-15;Professionnels;6244054337
2013-12-29;PME / PMI;4486097982
2015-01-09;Entreprises;15010378554
2015-01-17;Résidentiels;26348078157
2015-01-16;Professionnels;6276135436
2014-12-11;Entreprises;15658088528
2014-12-11;PME / PMI;6224670989
2014-12-11;Professionnels;6672737885
2015-05-21;PME / PMI;4757445976
2015-05-30;Professionnels;3574834993
2015-05-20;Résidentiels;13069720183
2015-05-31;Entreprises;8630086037
2015-05-31;PME / PMI;3259388094
2016-05-29;PME / PMI;3241269595
2016-05-30;Entreprises;13142822874
2018-04-27;PME / PMI;4540521218
2018-03-31;Résidentiels;22577318177
2018-05-13;Professionnels;3185765042
2018-04-19;PME / PMI;4611147025
2018-05-16;Entreprises;13937025050
2018-05-21;Résidentiels;12394469524
2013-11-01;Résidentiels;18198114238
2013-11-01;PME / PMI;3738247325
2013-11-30;Professionnels;6043916904
2014-04-06;PME / PMI;3521550191
2014-03-17;Entreprises;13812648220
2014-02-20;PME / PMI;5681450422
2014-03-10;Entreprises;14150756574
2014-03-20;Entreprises;14826471201
2014-03-14;Résidentiels;17333119735
2014-02-17;Résidentiels;22649424403
2014-01-02;PME / PMI;5600375657
2014-01-08;Entreprises;15236139771
2014-01-08;Professionnels;5832307881
2014-01-28;PME / PMI;6738060979
2013-11-20;Résidentiels;25004646271
2013-11-20;Entreprises;16360276967
2014-02-16;Professionnels;5206038553
2014-01-13;Entreprises;15008194374
2014-10-16;Entreprises;14730447308
2014-09-03;Résidentiels;10872124204
2014-09-15;Professionnels;3753301216
2014-09-22;Professionnels;3788457486
2016-10-18;Résidentiels;14729101189
2016-10-08;Entreprises;9927838571
2016-10-08;Professionnels;3968806073
2016-10-16;Résidentiels;16444898549
2016-10-16;PME / PMI;3399050352
2016-09-23;Entreprises;13773706433
2016-09-27;Professionnels;4007962015
2016-09-19;Résidentiels;11119178731
2016-08-30;PME / PMI;5017381244
2016-08-22;Résidentiels;10537874845
2016-08-21;Entreprises;8132363065
2016-08-08;Résidentiels;10533033259
2016-08-18;Professionnels;3711295594
2014-12-16;PME / PMI;5896440924
2015-01-14;Entreprises;15709427337
2015-01-14;Professionnels;6193545298
2013-11-05;Résidentiels;17553805527
2015-05-22;Professionnels;4166823357
2015-07-17;Professionnels;4114378117
2015-06-19;Entreprises;14034811425
2015-06-19;PME / PMI;4687237251
2015-06-19;Professionnels;3924456007
2015-06-29;Résidentiels;11175468779
2015-06-29;Professionnels;3719172659
2015-07-20;Résidentiels;11177004828
2015-06-27;PME / PMI;4107352503
2015-06-27;Professionnels;3570435115
2015-07-05;PME / PMI;3732231983
2014-07-13;PME / PMI;3398065435
2014-08-07;Entreprises;12233262941
2014-08-07;Professionnels;3748679867
2014-08-30;Professionnels;3639544607
2014-09-08;Résidentiels;11153106337
2014-09-08;Entreprises;14025495193
2014-09-01;PME / PMI;4390896888
2015-08-06;Entreprises;12839611482
2015-08-07;Résidentiels;10828486949
2015-08-15;Résidentiels;10961177580
2013-09-01;PME / PMI;3237212130
2013-09-01;Professionnels;3118759469
2013-10-05;Professionnels;3697724507
2013-09-30;PME / PMI;4310199260
2017-05-09;Résidentiels;14116130635
2017-04-04;PME / PMI;5395778570
2017-04-20;Résidentiels;17132626952
2015-11-19;Professionnels;5074727360
2015-11-23;Entreprises;14792294275
2015-11-23;PME / PMI;6269474569
2015-11-23;Professionnels;6247868239
2015-11-18;Professionnels;4909478152
2014-12-14;Entreprises;10181420738
2014-12-14;Professionnels;5112503766
2015-04-27;Professionnels;4107744544
2015-04-21;Résidentiels;12553643330
2015-06-07;PME / PMI;3187383149
2015-05-24;Entreprises;8455139260
2015-05-24;PME / PMI;3099480421
2015-04-26;Entreprises;8563430780
2015-04-26;PME / PMI;3110289429
2015-04-26;Professionnels;3268580465
2015-05-14;PME / PMI;2976121014
2013-11-17;Professionnels;5108305260
2014-06-02;Entreprises;13418743018
2014-04-28;Entreprises;13535452974
2014-06-03;Professionnels;3927216927
2014-05-20;Résidentiels;11293709687
2014-05-05;Professionnels;3971279412
2017-05-13;Entreprises;9901938154
2017-05-13;PME / PMI;3850878847
2017-05-15;Professionnels;3655869544
2016-10-29;PME / PMI;4003586042
2016-10-17;Professionnels;4421654424
2016-09-22;PME / PMI;4583967405
2016-09-22;Professionnels;3965484272
2017-06-04;Résidentiels;11397793259
2017-06-04;Professionnels;2849100798
2017-06-05;Résidentiels;11299830162
2017-06-05;PME / PMI;3290422949
2017-06-29;Entreprises;14269064874
2017-06-29;Professionnels;3753431057
2017-06-27;PME / PMI;5200101956
2017-10-12;PME / PMI;4925939242
2017-11-18;Professionnels;5453053435
2017-10-23;Résidentiels;14569948717
2017-10-29;PME / PMI;3484227251
2017-10-29;Professionnels;3829377528
2017-11-12;Résidentiels;20604100756
2017-11-12;Professionnels;4399712829
2017-10-17;Entreprises;14214999728
2017-11-02;Entreprises;13496845962
2015-03-31;Professionnels;5306907836
2015-02-23;Résidentiels;25421826890
2015-04-03;Professionnels;5470160422
2015-04-14;Résidentiels;12288638754
2015-04-20;Entreprises;13275359850
2015-04-20;Professionnels;4037897091
2015-02-16;Résidentiels;25455660395
2015-03-23;Résidentiels;20768700676
2015-02-25;PME / PMI;6100123768
2015-02-26;PME / PMI;5975167059
2015-02-26;Professionnels;6447267713
2016-05-21;Entreprises;9928803871
